id1,id2,mu,sigma,alpha1,beta1,pi1,alpha2,beta2,pi2,age1,age2,species1,species2,sex1,sex2,zoo,dist,cv,delta,u
42,18,124.65055758464824,32.12087903579163,14.790279952917764,4.293082491562183,0.3328945728501377,20.28194434837134,6.078650255995431,1.1920928955216827e-09,young,adult,Elenantilope,Elenantilope,female,female,,,0.2576874075671811,,
66,61,151.55434180156098,45.73825048014474,14.915200070950885,2.836184772702867,0.3238360286169194,89.48544882247,135.50620919109463,0.999999119930672,young,adult,Blessbock,Blessbock,female,female,,,0.3017943922717339,,
65,61,156.5139245394352,30.04836308264529,7.725499953677881,4.489061888580823,0.9746665040806708,108.056383583674,160.592240669737,0.9999691629935498,young,adult,Blessbock,Blessbock,female,female,,,0.191985238189298,,
66,60,97.13187786819768,56.21524258318065,15.774200584358114,2.6131903886839085,0.2045193080730496,9.9378522851835,3.739212554020973,1.1920928955078127e-09,young,adult,Blessbock,Blessbock,female,female,,,0.5787517323556893,,
41,21,112.31656156483687,36.15393403999584,15.445552356944717,3.306901735684494,0.2331333340836337,8.727933020981153,2.844950014138133,1.6095638040587426e-07,young,adult,Elenantilope,Elenantilope,female,female,,,0.3218931699500549,,
41,35,100.69232575837049,31.7583112760106,16.020039105391145,3.377263925743897,0.2374285504396873,18.764885491346845,3.849748166666044,3.548386307397915e-05,young,subadult,Elenantilope,Elenantilope,female,female,,,0.3153995206369592,,
40,41,102.3747150756708,34.76319469562443,31.52523394828448,5.785844428120997,0.1347883270070616,15.279853205801116,3.2295822633454314,0.2169252291283009,young,young,Elenantilope,Elenantilope,female,female,,,0.3395681704210754,,
84,79,105.6018439241096,47.737315806932784,17.562053782685144,2.814352728837133,0.1228848177532364,6.540891699704761,2.480757546421928,1.192092896553529e-09,young,adult,Streifengnu,Streifengnu,male,male,,,0.4520500214109806,,
84,83,141.07687086156912,63.76455150942704,17.9232222712875,2.9003586729948174,0.1378995741489039,6.232136465282249,2.0523238612224306,6.98077549780656e-08,young,subadult,Streifengnu,Streifengnu,male,male,,,0.4519844473442825,,
40,31,103.87482014364625,29.913669814994133,34.735061958246035,6.3658350929083465,0.1634275918845334,10.668184115420312,4.804771125613996,0.1087451247741561,young,adult,Elenantilope,Elenantilope,female,female,,,0.2879780660378248,,
39,35,106.2497109200392,23.61899851186715,13.675416995996205,3.156304217360302,2.402202658580545e-09,23.819415983880585,4.830509057012629,0.0965681287998251,young,subadult,Elenantilope,Elenantilope,female,female,,,0.2222970613975806,,
39,27,112.38837680331456,23.50805274614461,14.143664886740316,3.2609536279859115,0.015218096858842,17.674971216660897,10.419466994466822,0.0115318689803634,young,adult,Elenantilope,Elenantilope,female,female,,,0.2091680066461402,,
41,39,111.50182634687071,28.019920937219627,15.819985696115436,3.4634003924805006,0.2840629128022041,13.67555926459508,3.1563352221316405,1.1953371777745756e-09,young,young,Elenantilope,Elenantilope,female,female,,,0.2512956231770817,,
84,72,115.60795953387942,67.76789991920336,14.957639237557911,2.4345744977138533,0.0632716623959513,7.700238075470799,2.5916015287566454,0.0598454896650766,young,adult,Streifengnu,Streifengnu,male,male,,,0.5861871465635865,,
40,30,89.51619896948785,27.23309340402734,30.57814563034912,5.601718921906257,0.1271959701500983,10.656463656424384,4.421541975318425,0.0532677328854086,young,adult,Elenantilope,Elenantilope,female,female,12.0,1.0,0.3042253102514988,272.0,0.2203868098127078
40,23,101.72575186144088,26.54531138230187,35.6760561067315,6.531196574378731,0.1711700949032842,7.683702825875315,5.789163538183755,0.0611496846419505,young,adult,Elenantilope,Elenantilope,female,female,,,0.2609497683384915,,
84,78,98.91715861759972,52.6869867853148,16.139878561261735,2.598759389020856,0.0890930475880801,6.6784165348806805,2.5377266323747865,0.0388883550574703,young,adult,Streifengnu,Streifengnu,male,male,,,0.5326374869803481,,
41,23,102.71971097093667,35.77788142467391,15.193758025641106,3.207213212304568,0.2111429409181605,6.382745757826864,4.710967083901602,1.463873808034061e-09,young,adult,Elenantilope,Elenantilope,female,female,,,0.3483059004595217,,
40,27,107.774683725379,24.51998234450738,43.69375619198221,8.002745790873897,0.2287816748434645,17.05942370082936,10.043281687810325,5.453893758726985e-08,young,adult,Elenantilope,Elenantilope,female,female,,,0.2275115221584581,,
39,21,113.5136722670368,25.16331484323603,13.88751026824597,3.203605499398319,0.0068998667046964,10.41373249970248,3.4115029041558005,0.0759366343270609,young,adult,Elenantilope,Elenantilope,female,female,,,0.2216765112139112,,
39,38,118.9877966995937,32.53050375714961,13.67561942038444,3.1563482953063384,1.4659918973510883e-09,22.989014585848988,6.237690505588931,0.1603196082244329,young,subadult,Elenantilope,Elenantilope,female,female,,,0.2733936139626047,,
39,31,111.06733841368448,26.27323287772484,13.675339998844636,3.156289613506762,1.19222362564063e-09,11.89005997531904,5.44825354044912,0.171025697365441,young,adult,Elenantilope,Elenantilope,female,female,,,0.2365522866845591,,
84,69,108.80952294939968,44.25020899521034,18.63323464987237,2.9799484385052657,0.1484215149263964,8.334713537768222,3.131479593754304,1.427751035905505e-09,young,adult,Streifengnu,Streifengnu,male,male,,,0.4066758845711351,,
39,19,113.2450141451356,25.219618427000206,13.833375134440464,3.191498892371176,0.0051471526765422,11.754666207806736,4.950083251038835,0.0895504040703977,young,adult,Elenantilope,Elenantilope,female,female,,,0.2226995918308471,,
41,36,109.89882956082327,30.63383723281192,15.858377511390149,3.420464919112848,0.2614522718210074,14.45865101041451,6.318998636442949,5.595912193991167e-07,young,subadult,Elenantilope,Elenantilope,female,female,,,0.278745800617082,,
84,80,106.548972158511,45.70039762799693,18.14751493867892,2.9031321275258115,0.1364372886544617,17.637175922789403,4.311278023804017,0.0637949644492139,young,adult,Streifengnu,Streifengnu,male,male,,,0.4289144860075164,,
39,32,111.85733853249448,24.7545642602806,13.745882561636746,3.171955435008861,0.0022918045928231,14.81237975640135,10.54451490243085,0.095671038534561,young,adult,Elenantilope,Elenantilope,female,female,,,0.2213047850507315,,
39,18,118.02751866184366,24.39007374146433,14.83242980247989,3.419728580213625,0.0382241641714287,20.28193716732878,6.078648503327151,1.1921361157852572e-09,young,adult,Elenantilope,Elenantilope,female,female,5.0,2.0,0.2066473481607577,-287.0,0.051045546652247246
41,19,111.18485678580906,36.13136030739864,15.416826263353798,3.2937846889860114,0.2299226970040815,9.46424200164516,3.894606072496925,1.2282641364139453e-07,young,adult,Elenantilope,Elenantilope,female,female,,,0.3249665588633489,,
84,81,117.76162509569096,51.17128761831927,17.521817905701006,2.821577983294038,0.1250680670763881,11.817231008991158,4.524988146946236,0.035235925587137,young,adult,Streifengnu,Streifengnu,male,male,,,0.4345327909388004,,
40,36,106.68109362083878,23.627864911791,43.70372771522566,8.000431288611422,0.228372360678393,15.55813635090444,6.825683787351881,0.0252529022416941,young,subadult,Elenantilope,Elenantilope,female,female,,,0.2214812776082715,,
40,39,108.066603498337,23.429819942675323,45.70472610507367,8.372513267873451,0.2412229094665959,13.675543406595647,3.1563317502767907,1.8173973391296842e-07,young,young,Elenantilope,Elenantilope,female,female,,,0.2168090712968125,,
41,37,114.39152003284502,46.29786477239962,14.280152744443116,3.0438518194495834,0.1887353978586001,19.13673314408369,5.994404511414629,0.0462634014729027,young,subadult,Elenantilope,Elenantilope,female,female,16.0,1.0,0.4047316161119828,-183.0,0.4884371471741693
41,32,109.29536692175058,37.86477787352633,15.044779712428024,3.201722625384524,0.2142393233099059,11.283615229907682,8.05891371224477,6.926404921308188e-08,young,adult,Elenantilope,Elenantilope,female,female,16.0,1.0,0.3464444920216555,212.0,0.38141644835252664
41,25,114.0748920145286,39.020583951050135,15.18179984174478,3.2479720957160945,0.2226034185735525,11.783082541850336,5.739209415118389,1.3520570355016527e-09,young,adult,Elenantilope,Elenantilope,female,female,,,0.3420611079437223,,
41,28,119.62217432093443,46.23651574214904,14.783766830023044,3.164412066041976,0.2076047630260789,3.518191965840496,2.085704753306247,1.5878196085774015e-09,young,adult,Elenantilope,Elenantilope,female,female,,,0.3865212783885791,,
41,30,86.66931685242655,36.25019171635326,15.134356923879151,3.134505055327839,0.1911636601699093,9.502398096990412,3.949124139557362,1.1102502486645173e-08,young,adult,Elenantilope,Elenantilope,female,female,,,0.4182586529218539,,
39,23,109.54113583965538,24.741377117788048,13.675586869904237,3.1563407583370475,1.1920931093090663e-09,9.286648223390142,7.182917099071259,0.1291044703248045,young,adult,Elenantilope,Elenantilope,female,female,5.0,1.0,0.2258637992763202,-252.0,0.33262522610441336
39,26,110.60593564811558,23.9669816595366,13.778008719956,3.1790606095046647,0.0033463689937982,11.663109654405387,10.535811387444618,0.3811248678325654,young,adult,Elenantilope,Elenantilope,female,female,,,0.216688024192352,,
6,3,92.53103713976196,37.93561798695284,495.9736549569984,69.1130845572246,0.5560893903106084,4.2642655243879455,1.9947651618770537,1.1920928958767194e-09,young,adult,Kudu,Kudu,male,male,8.0,99.0,0.4099772266645365,,
39,34,115.08406306453465,28.50269547050276,13.675543442627871,3.1563318181787365,1.1934828482623923e-09,6.116548248552331,3.424354372281941,0.1311810929898255,young,adult,Elenantilope,Elenantilope,female,female,,,0.2476684843367023,,
40,32,105.85669805394784,27.0024643102002,38.87612450291775,7.117953727200395,0.1950581204412509,12.783933179839517,9.115306583771575,0.0431718567407491,young,adult,Elenantilope,Elenantilope,female,female,,,0.2550850801754548,,
41,33,117.95357354959248,47.58634053089949,14.468304467236656,3.089792558221611,0.19596087518553,7.295160346920613,6.092387623068858,1.580677756320008e-09,young,adult,Elenantilope,Elenantilope,female,female,,,0.4034328007102918,,
39,37,115.67106051208778,30.28757584486224,13.675531746221267,3.156329312723994,9.041834801654684e-08,23.4814292775495,7.287014428937894,0.1231653841328468,young,subadult,Elenantilope,Elenantilope,female,female,,,0.2618422940947891,,
84,73,119.10283225624632,56.48210921795736,16.69525593487286,2.69670653343943,0.1055508387208663,10.860879679997169,5.093979289759671,0.0408996543371361,young,adult,Streifengnu,Streifengnu,male,male,,,0.4742297739522912,,
40,26,97.96003959163002,26.11977368724607,33.564598679333386,6.145601449397304,0.1541466454160831,7.6232437413457586,6.082917101043869,0.2292722608482252,young,adult,Elenantilope,Elenantilope,female,female,,,0.2666370266501792,,
40,29,94.51599138990515,25.07510142661975,32.951810125381826,6.029446071432839,0.1488217260578344,11.887265819286515,7.506304094854965,0.19685963179721,young,adult,Elenantilope,Elenantilope,female,female,12.0,1.0,0.2653000942790504,903.0,0.29703516085012177
39,25,113.7516247415574,26.78496419806409,13.675523483835924,3.15632749532394,1.210675083588079e-09,14.059392951710173,6.803859653013718,0.0723413104013084,young,adult,Elenantilope,Elenantilope,female,female,,,0.2354688494245183,,
40,38,117.52715857782871,41.04602607594473,37.00216337693353,6.781887228285073,0.1803040188980365,19.013649324208064,5.204104117191907,0.0984955699673362,young,subadult,Elenantilope,Elenantilope,female,female,,,0.3492471576156014,,
40,28,113.84195832251233,39.82934708522991,35.39716065239717,6.490169054876808,0.167977053058309,3.517078340908423,2.084899492757537,1.588541688222599e-09,young,adult,Elenantilope,Elenantilope,female,female,,,0.349865266481046,,
40,19,107.80427986751891,28.99592165130654,38.92210031315173,7.129501445099317,0.1951044218458747,9.734683789113468,4.01401635440282,0.0115300044860375,young,adult,Elenantilope,Elenantilope,female,female,,,0.2689681864851723,,
40,21,108.19480452832356,28.414544204136394,39.82097237082585,7.294149811448571,0.2016263708651342,9.045549975321164,2.948108149937058,0.0150166582324818,young,adult,Elenantilope,Elenantilope,female,female,12.0,3.0,0.2626239247624681,-621.0,0.251411062173292
84,77,139.89997258697304,61.53775946874146,18.05502127759848,2.920778836961784,0.1412370393426917,7.699053312689183,6.68404208719591,1.1940896280446163e-09,young,adult,Streifengnu,Streifengnu,male,male,14.0,2.0,0.4398697035518335,1200.0,0.1395543846134358
192,174,132.88756846467376,31.63403891014113,4.763685365266838,6.409514351733774,0.4429331934301679,5.960537290599166,8.811924406045144,0.0549534465365183,young,adult,Steppenzebra,Steppenzebra,male,male,,,0.23805115313364,,
39,24,109.49571055366656,24.07621630559335,13.67552524788788,3.1563278859465904,1.6509639990048207e-09,10.411525833964626,7.419330146727741,0.2394379647982631,young,adult,Elenantilope,Elenantilope,female,female,,,0.2198827349843353,,
39,29,108.2547565334476,24.324687508720483,13.675541248361696,3.1563313312419177,1.192092895507813e-09,17.881809355399426,12.372409114256406,0.3739804265921103,young,adult,Elenantilope,Elenantilope,female,female,,,0.2246985563281448,,
41,34,115.57751595063856,43.66132971991587,14.761975695763091,3.149839714030542,0.2047131223747023,4.505983314856597,2.4984360436366937,1.194597535440231e-09,young,adult,Elenantilope,Elenantilope,female,female,,,0.3777666387860678,,
6,1,96.87624820283648,33.49405862512982,754.026438905751,105.37395827723392,0.6002881520867553,21.18614851472806,7.424977990349481,1.1921088482975703e-09,young,adult,Kudu,Kudu,male,male,,,0.3457406665357332,,
40,24,100.08913228399872,24.995170311026467,35.909235699593,6.5688641450309015,0.1728585460288376,8.580329364653126,5.989514873061316,0.1583972537503626,young,adult,Elenantilope,Elenantilope,female,female,,,0.2497291138472828,,
40,25,108.84254970167724,31.46948803500284,37.65128827506408,6.899378106617689,0.1856894772071786,11.84949103455548,5.76983106761962,0.0021353183348952,young,adult,Elenantilope,Elenantilope,female,female,,,0.2891285450520634,,
40,20,143.3804723747964,73.2591383701432,30.3591888299764,5.582032330627535,0.1262837563303351,9.0688333751845,5.33437962314626,1.195619941977853e-09,young,adult,Elenantilope,Elenantilope,female,female,,,0.5109422305336245,,
40,37,109.93127954652644,38.60980702657216,33.527788192772164,6.151512908327682,0.1531100787409238,20.635027439219645,6.4336073717160565,0.0720496775618457,young,subadult,Elenantilope,Elenantilope,female,female,,,0.3512176623963633,,
39,28,116.68920518185188,28.957519570689584,13.675622885832531,3.1563488997207965,1.725061946471284e-06,4.099337009765536,2.4780614377719576,0.1105988546616695,young,adult,Elenantilope,Elenantilope,female,female,,,0.2481593693740679,,
41,27,111.3887531474482,32.487204668473765,15.771707250523892,3.394863768301682,0.2528998979477982,17.05942663809327,10.043282553275102,1.194133491138059e-09,young,adult,Elenantilope,Elenantilope,female,female,,,0.2916560581791377,,
40,33,112.60795135157056,40.62098792186445,34.215666434928806,6.275351238739695,0.1583207285994668,7.295351958046286,6.0925442320310665,2.368522228380091e-07,young,adult,Elenantilope,Elenantilope,female,female,,,0.3607293040528074,,
40,18,115.525645121324,27.56122402830012,48.84756233133582,8.972949834029633,0.2606661523036764,20.28194432886249,6.078650250428993,1.192096707985347e-09,young,adult,Elenantilope,Elenantilope,female,female,,,0.2385723446889698,,
40,34,110.29669560315106,37.04025574531372,34.78165962107627,6.378245267522008,0.1632127901909022,4.505878988183641,2.498395316303205,1.772494724048641e-09,young,adult,Elenantilope,Elenantilope,female,female,,,0.3358238027237465,,
84,71,90.84802789326058,55.80867362983111,15.34764084208044,2.4793100606692584,0.0697313367618117,9.92839693845794,3.809620657643457,0.1901547379030863,young,adult,Streifengnu,Streifengnu,male,male,,,0.6143080364430364,,
41,38,123.08189480708238,44.90666396713811,15.254477074276272,3.27869259775698,0.2256025665119436,18.07705029994753,4.968448489887015,0.0846558926768474,young,subadult,Elenantilope,Elenantilope,female,female,16.0,1.0,0.3648519064280288,-34.0,0.35324181118862336
39,30,102.99431648451294,26.569796087490133,13.675541199406952,3.1563313196145764,1.202241569256668e-09,13.119493398137507,5.665822010226529,0.2046521042233705,young,adult,Elenantilope,Elenantilope,female,female,,,0.2579734202273713,,
41,29,88.58979831633795,40.5092465540786,13.602853667307237,2.850695610632934,0.1551914621662226,7.100390976784163,4.262672249074357,1.2497442121024717e-06,young,adult,Elenantilope,Elenantilope,female,female,,,0.4572676236311939,,
41,22,176.19214936883708,35.75725516299525,10.034880482916831,6.770364872588274,0.9999999999963208,19.39425829078058,8.451531719194966,0.0464946488924382,young,adult,Elenantilope,Elenantilope,female,female,16.0,3.0,0.2029446561103113,-832.0,0.12238030229909778
84,75,118.05912642169352,46.94979088082826,18.449802619081986,2.964777320612929,0.1471971278021644,8.087256021592246,3.760230993310699,0.0168894689369312,young,adult,Streifengnu,Streifengnu,male,male,,,0.3976803175142008,,
84,82,100.24777281481704,48.1026210895551,17.314049635960394,2.7714644439743648,0.1157958675303967,11.483320871740087,2.8965900467955006,0.0042970183086596,young,adult,Streifengnu,Streifengnu,male,male,,,0.47983730449965,,
39,33,115.87798208341522,28.526436283914933,13.675745361208737,3.156377492668389,4.222531841751536e-07,9.949041043652898,8.51152349374312,0.1073835405072386,young,adult,Elenantilope,Elenantilope,female,female,,,0.2461765019637644,,
192,167,152.36306521011443,41.350512700045606,5.21841802881293,7.414293221182098,0.5053403724606137,2.715671990346277,9.467052070299207,0.1755404953910581,young,adult,Steppenzebra,Steppenzebra,male,male,,,0.2713945971290462,,
192,178,148.79867980479668,44.65659571319849,5.056019880753679,7.041779860590961,0.4792751820581851,12.674245797414956,8.086878640950564,0.2120356861229793,young,adult,Steppenzebra,Steppenzebra,male,male,,,0.3001141930276652,,
84,70,81.10804193809783,118.90651099108452,12.488247721188667,2.0692312698229007,1.2263180663456383e-09,9.748598201666184,2.5380918510455066,0.1551949570663007,young,adult,Streifengnu,Streifengnu,male,male,14.0,1.0,1.4660261565904245,-357.0,0.19643864949549
192,186,88.60893893023022,60.586442265626125,2.258170825174015,2.1112825814724783,0.0202506401581656,1.843870498500059,2.369949783477601,1.5359586976514683e-09,young,adult,Steppenzebra,Steppenzebra,male,male,,,0.6837509059140329,,
192,171,185.9252237252616,50.81342995094776,5.403682503957641,9.086886654905651,0.6657328814524263,7.774279651723149,3.961271297193387,5.9161545447575393e-08,young,adult,Steppenzebra,Steppenzebra,male,male,,,0.2733003566317277,,
41,18,126.72964030018116,23.284102648911905,5.67101583460087,1.9803549637482407,0.4845793032724018,22.277815138433795,6.678683787832305,0.032363541065023,young,adult,Elenantilope,Elenantilope,female,female,,,0.183730519504036,,
192,161,79.15701108876382,53.258765959223936,2.190487109144624,2.020935212024032,1.1920928955078127e-09,1.5541118166459758,8.003810076909206,0.0158630068707698,young,adult,Steppenzebra,Steppenzebra,male,male,,,0.6728243680083054,,
192,173,140.8828466088254,43.632140827737175,4.7011392946452295,6.294643462145613,0.4348832559515228,3.23051744455606,4.5321323133662,0.0370387178213202,young,adult,Steppenzebra,Steppenzebra,male,male,,,0.3097051335773045,,
41,20,185.5496353133465,51.40625941889285,11.26246173802335,7.669488719111329,0.9999999772144776,13.133240486250068,7.921653846749765,0.1245534259781679,young,adult,Elenantilope,Elenantilope,female,female,,,0.2770485607911902,,
160,158,165.65130806177103,43.34848598797542,118.44147908824496,267.2813154187348,0.8805685193675545,5.360317223762706,22.38088686412584,0.3598211221336025,young,adult,Grevy-Zebra,Grevy-Zebra,male,male,,,0.2616851414889574,,
192,176,143.094047278684,32.72534073888175,5.082886444859481,7.085280546992308,0.4843315944526715,3.993216500235529,9.244837813957226,0.2976271276978376,young,adult,Steppenzebra,Steppenzebra,male,male,,,0.2286981279881422,,
192,172,130.95431802912174,47.10834941782608,4.079534529481803,5.087059264372667,0.3567211899055838,7.097521098211493,4.4484411724153645,0.0623757128184836,young,adult,Steppenzebra,Steppenzebra,male,male,,,0.3597311652400044,,
192,180,157.32588387628417,32.88124311626228,5.257046640898611,7.646186399130698,0.544093646549581,10.581590356885416,24.28237013356152,0.920437069711753,young,adult,Steppenzebra,Steppenzebra,male,male,,,0.2090008478332719,,
192,170,128.78980425435924,39.69105149039639,4.222906378879671,5.355769709049532,0.3764835790357667,4.494486019073535,6.855576547576653,0.0257723186409954,young,adult,Steppenzebra,Steppenzebra,male,male,,,0.3081847334126446,,
192,189,97.7265431736392,42.594264787251625,2.774265842786581,2.84329175033714,0.153146643484063,4.905966218411944,2.7353486584923896,1.192092895507813e-09,young,subadult,Steppenzebra,Steppenzebra,male,male,,,0.4358515445652335,,
192,166,185.5444073618796,53.53322983513717,5.870625173796708,9.993121048022957,0.6686058799373239,3.074197675631704,4.856698970390534,0.0569875454725286,young,adult,Steppenzebra,Steppenzebra,male,male,,,0.2885197705297996,,
192,191,158.18542945279265,17.719253609438663,4.566078598935047,6.777562634550905,0.5988412598413709,126.65589009620888,109.04144571191615,0.8587698118659101,young,subadult,Steppenzebra,Steppenzebra,male,male,,,0.1120157126401242,,
192,190,92.47631522203191,52.3844650098782,2.4283325334511967,2.3434648656925954,0.0679900617424605,2.981391558521226,2.122496880962684,1.1920928955178322e-09,young,subadult,Steppenzebra,Steppenzebra,male,male,,,0.5664635845849308,,
192,188,117.32579625736096,41.60822945847184,3.5797763106845,4.1793116378176,0.2906934425996528,3.6052285929416175,4.319245834793308,0.0011983160941637,young,subadult,Steppenzebra,Steppenzebra,male,male,,,0.3546383726832057,,
192,179,121.92426259308004,47.54562747580832,3.6001472540298005,4.216560183955573,0.2907717590443832,14.95990649930946,55.26380931926496,0.8440842725818486,young,adult,Steppenzebra,Steppenzebra,male,male,,,0.3899603447632975,,
41,24,96.85464557523407,41.13690333947522,13.714306449881098,2.890780356289982,0.1633021708471714,5.858385272532496,4.007016239924492,0.007510788524959,young,adult,Elenantilope,Elenantilope,female,female,,,0.4247282419460322,,
192,184,95.25315895937835,50.038618754392,2.535753898985541,2.4955257333407683,0.0955451796753233,2.63428149942724,10.14927515022313,0.0640477531287662,young,adult,Steppenzebra,Steppenzebra,male,male,,,0.5253224071627006,,
192,182,124.86461966046406,46.09003604359315,3.7910795722076887,4.556555023588389,0.3182943714982162,9.818636704574178,13.529720173872915,0.4507228203244013,young,adult,Steppenzebra,Steppenzebra,male,male,,,0.3691200611424011,,
40,22,130.1027913221926,61.11464036466596,32.055068144836824,5.8830928261484985,0.1403043621326422,17.185920122162532,7.512477491373168,2.139754631984132e-09,young,adult,Elenantilope,Elenantilope,female,female,,,0.4697411926644896,,
160,152,161.19662134412997,30.66997553028599,152.49475712303672,350.59519230339487,0.8695937906745942,2.0365019955251817,4.441501077263613,0.3156117963156274,young,adult,Grevy-Zebra,Grevy-Zebra,male,male,,,0.190264381936457,,
192,168,163.33118451923963,60.069841991439205,6.38373031536642,9.86700015265428,0.566891247768659,2.077526881906277,3.699194684634446,0.0507695269810465,young,adult,Steppenzebra,Steppenzebra,male,male,,,0.3677793813119825,,
160,159,181.3424703351457,62.64154036949667,116.30471203556742,316.4524592970799,0.9999998815230003,2.396543908395584,4.339961676512088,0.1431492315217321,young,subadult,Grevy-Zebra,Grevy-Zebra,male,male,,,0.3454322655565821,,
192,162,204.40111790309035,82.32837711662148,28.117471471346025,87.59780800120332,0.999992512176764,1.7933382919110894,3.1358833798850783,0.2224190000873186,young,adult,Steppenzebra,Steppenzebra,male,male,18.0,2.0,0.4027785070904289,-1200.0,0.5576141356323103
41,26,90.9214353936218,43.35861239930544,12.862493738675465,2.716569983381303,0.1376597538950312,4.55182378833538,3.2185943684453457,0.0014606025130558,young,adult,Elenantilope,Elenantilope,female,female,,,0.4768799811793014,,
160,151,172.41316258614054,29.51148241644434,101.91343698877267,302.7576567194724,0.9999996928057376,13.443542137348384,15.940197620090526,0.087943036692364,young,adult,Grevy-Zebra,Grevy-Zebra,male,male,,,0.1711672239739811,,
192,183,96.68000443770876,56.477086990283695,2.4818051748851566,2.421712687219511,0.0807912490237397,2.0790721214142587,8.74421807664598,0.0261775148182212,young,adult,Steppenzebra,Steppenzebra,male,male,,,0.5841651261680699,,
192,177,118.3153794394712,51.102183495981095,3.336989969222713,3.76314194717051,0.2495838778313057,116.90140961781744,205.0265432267434,0.8963599494145207,young,adult,Steppenzebra,Steppenzebra,male,male,,,0.4319149694492962,,
192,165,153.33587824749625,34.63441894160238,5.266092178301664,7.561513941912438,0.5238350893465156,2.6558389080146383,6.788826870639677,0.2752407766326914,young,adult,Steppenzebra,Steppenzebra,male,male,,,0.2258728963987129,,
192,175,203.55840294977585,116.90353991889354,34.27548093278151,101.55496494948488,0.9999999976005324,17.52786068571355,1000.0,0.5021124757955916,young,adult,Steppenzebra,Steppenzebra,male,male,,,0.5742997499726762,,
6,2,104.19236511280688,46.19349787126729,750.8196722648474,104.79292360217796,0.5941784318548683,6.214669859007217,2.92598773089225,1.1920928955078127e-09,young,adult,Kudu,Kudu,male,male,,,0.4433482033088947,,
160,153,164.72052122716545,56.29486182307143,180.76756869659008,408.845819542088,0.8928125878293305,1.991358735152616,5.365844574000104,0.1127616575902001,young,adult,Grevy-Zebra,Grevy-Zebra,male,male,,,0.3417598572641437,,
192,185,160.3978345793744,74.44891522939561,11.487394559159467,19.581688958840697,0.6341286313724018,1.1781735272546938,5.394996068087742,0.0727930634653758,young,adult,Steppenzebra,Steppenzebra,male,male,,,0.4641516228983369,,
160,157,167.56577872398933,62.54975365428631,115.10456526006654,257.23087206911765,0.8909990132506407,1.831258247822583,7.818024851089161,0.3320661004234257,young,adult,Grevy-Zebra,Grevy-Zebra,male,male,,,0.3732847728850226,,
192,164,158.4747451041538,66.87845962809753,6.337294477166283,9.675384755614877,0.5470565165778996,1.7705296644028552,5.420754373923328,0.0206799681695021,young,adult,Steppenzebra,Steppenzebra,male,male,,,0.4220133598204763,,
160,154,160.15187878426573,40.92747626603799,94.29938619761596,210.9474522072907,0.8656406468899533,10.569447703595763,66.50583196468321,0.53465478605176,young,adult,Grevy-Zebra,Grevy-Zebra,male,male,2.0,1.0,0.2555541438334905,-463.0,0.48430138590527183
6,5,99.31045431963584,44.191487410697626,479.92276834771394,66.81256979464355,0.5506172550410907,7.660938721555687,3.5929111433597054,1.1920928955078127e-09,young,subadult,Kudu,Kudu,male,male,8.0,99.0,0.4449832367946383,,
39,22,121.60127672825242,41.397940496173526,13.675541143463375,3.1563313086526814,1.1920928955078127e-09,19.523376560349263,8.50896300727021,0.0500662392347091,young,adult,Elenantilope,Elenantilope,female,female,,,0.3404400151874003,,
192,187,117.38599527280364,57.10214654526836,3.188300210820542,3.515652134699605,0.2232576907292328,1.428483097705856,3.3558079015830016,5.5397513339478144e-08,young,adult,Steppenzebra,Steppenzebra,male,male,,,0.4864476926107212,,
192,181,152.38428654042843,17.945477215722683,4.8109922677327175,7.0698234582373525,0.5772864075552785,60.57884878133,344.40029598431056,0.5913159447484088,young,adult,Steppenzebra,Steppenzebra,male,male,,,0.1177646174887044,,
84,74,151.958573894802,88.93557528621294,16.954309545226437,2.7477371346583697,0.1139510677298055,28.565683484944014,20.64410787584456,0.1950498399815664,young,adult,Streifengnu,Streifengnu,male,male,,,0.5852619763843094,,
39,20,126.77565355891096,44.96699484125944,13.675541142911484,3.156331308599778,1.1920928955078127e-09,12.429206155845142,7.447560688032823,0.1062451021894321,young,adult,Elenantilope,Elenantilope,female,female,,,0.3546974011091481,,
160,156,165.3046605583372,59.66331286201658,74.18698876913362,163.6955291363254,0.8871673854216587,3.4385423164661177,13.701307333205676,0.0893341137689444,young,adult,Grevy-Zebra,Grevy-Zebra,male,male,,,0.3609294055019155,,
192,163,112.56409204665464,51.70522341465278,3.076080424308024,3.330734995899064,0.2057563739682711,3.6253492472585664,3.742954388524596,0.0055293072107507,young,adult,Steppenzebra,Steppenzebra,male,male,,,0.4593402964883546,,
96,99,118.88822791172818,57.43300833595472,15.117068841335035,1.6170466541030737,0.0810389728751094,6.966224737981136,2.219376083222797,0.224246314373075,adult,subadult,Säbelantilope,Säbelantilope,male,male,,,0.4830840642910198,,
97,99,142.650307137695,58.89564485925298,5.5624070958174965,1.9560567717882047,0.1268076525876092,6.542234258323278,2.543266046435368,0.3613657469018091,adult,subadult,Säbelantilope,Säbelantilope,male,male,4.0,99.0,0.4128672839267231,,
12,17,89.15550118005555,48.79546682192982,5.1537950761745694,1.73175009203563,1.192115592503276e-09,6.750569322021526,2.3204747764314995,0.2275839983034084,adult,subadult,Bongo,Bongo,male,male,,,0.5473074143050812,,
